wine,rating,price
"La Faraona Bierzo (Corullon)",4.6,3119.08
"La Faraona Bierzo (Corullon)",4.6,3119.08
"La Faraona Bierzo (Corullon)",4.6,3119.08
Unico,4.6,2884.04
Unico,4.6,2884.04
Unico,4.6,2884.04
Unico,4.6,2884.04
Unico,4.6,2884.04
Unico,4.6,2884.04
Unico,4.6,2884.04
