designation,total_reviews,avg_rating
"Red 2019",5143,4.266666666666667
"Macan 2010",5615,4.5
"Ribera del Duero 2006",55895,4.3826086956521735
"Torre Muga 2006",5026,4.366666666666667
"Roda I Reserva Rioja 2015",13188,4.372727272727271
"El Viejo 2018",3024,4.25
"Ribera del Duero Una Cepa I 2016",4573,4.375
"Hacienda Pradolagar 2015",1326,4.4
"Cava Kripta Gran Reserva Brut Nature 2008",1861,4.425000000000001
"Cosecha 2017",3043,4.4
"Rioja Reserva 2010",39318,4.305000000000001
"Garnacha 2016",5253,4.4
"Rioja Reserva 2009",39318,4.305000000000001
"Ribera del Duero 2005",55895,4.3826086956521735
"Alaya Tierra (Old Vines Vieilles Vignes) 2018",3893,4.4
"Ribera del Duero 2004",55895,4.3826086956521735
"Priorat 2014",9476,4.430769230769229
"200 Monges Rioja Reserva 2011",3649,4.32
"Reserva Ribera del Duero 2016",2333,4.4
"Malleolus 2019",2099,4.300000000000001
"VS 2014",2513,4.475
"Reserva 2011",18434,4.353846153846154
"Flor de Pingus 2008",14383,4.5
"Roda I Reserva Rioja 2016",13188,4.372727272727271
"Reserva Tinto 2017",2678,4.35
"VS 2015",2513,4.475
"Jumilla Blue Label 2019",7606,4.25
"San Vicente Rioja 2011",3651,4.366666666666667
"Garnacha 2018",5253,4.4
"Triga 2016",2209,4.366666666666667
"Gaudium 2014",2817,4.383333333333334
"Victorino 2016",3456,4.340000000000001
"Priorat 2011",9476,4.430769230769229
"Priorat 2010",9476,4.430769230769229
"Culmen Reserva Rioja 2011",1331,4.433333333333334
"Alaya Tierra (Old Vines Vieilles Vignes) 2019",3893,4.4
"Roda I Reserva Rioja 2005",13188,4.372727272727271
"Reserva Privada Rioja 2015",2113,4.35
"Pago Negralada 2014",1706,4.380000000000001
"Baron de Chirel Rioja Reserva 2015",2296,4.400000000000001
"Ribera del Duero 2001",55895,4.3826086956521735
"Baron de Chirel Rioja Reserva 2005",2296,4.400000000000001
"Rejon Tempranillo 2015",1273,4.3500000000000005
"Finca Dofi 2016",6036,4.3199999999999985
"Interpretacion 2016",618,4.4
"Torre Muga 2015",5026,4.366666666666667
"San Vicente Rioja 2016",3651,4.366666666666667
"Vendimia 2017",1726,4.333333333333333
"Priorat Vinyes Velles 2017",1998,4.325
"Gaudium 2015",2817,4.383333333333334
"Macan Clasico 2017",2610,4.366666666666667
"Rioja Reserva 2013",78636,4.305
"Dalmau Rioja 2016",3526,4.43
"Tempranillo Reserva 2010",700,4.333333333333333
"Whisba Tempranillo Aged 18 Months in Whisky Barrels 2019",363,4.4
"A Mano Rioja 2017",2331,4.32
"Finca Los Hoyales Ribera del Duero 2014",491,4.45
"200 Monges Rioja Gran Reserva 2001",389,4.35
"La Cueva del Contador Rioja 2011",1193,4.4
"La Hormiga de Antidoto 2019",336,4.4
"Edicion Limitada 2015",328,4.4
"Lealtanza Coleccion de Artistas Espanoles Sorolla 2010",316,4.4
"Granja Gran Reserva Rioja 2011",1252,4.375
"Priorat 2016",9476,4.430769230769229
"Don PX Pedro Ximenez 1994",668,4.514285714285714
"Perez Pascuas Gran Reserva Seleccion 2010",941,4.3500000000000005
"Cava Kripta Gran Reserva Brut Nature 2011",1861,4.425000000000001
"Miserere 2005",370,4.45
"Clos Martinet 2015",3211,4.339999999999999
"V2 Tinto 2008",482,4.3999999999999995
"Grans Muralles 2014",681,4.42
"Cerrado del Castillo Rioja 2015",316,4.5
"A Mano Rioja 2018",2331,4.32
"Rioja Gran Reserva 2016",37887,4.300000000000001
"El Puntido Gran Reserva 2007",1021,4.35
"Pagos Viejos 2004",644,4.333333333333333
"Ribera del Duero 1996",55895,4.3826086956521735
"Trasnocho 2010",1542,4.483333333333333
"La Cueva del Contador Rioja 2016",1193,4.4
"Clos Martinet 2011",3211,4.339999999999999
"Cava Kripta Gran Reserva Brut Nature 2010",1861,4.425000000000001
"Triga 2017",2209,4.366666666666667
"Cuvee Old Vines Unfiltered 2017",241,4.4
"Gran Reserva 2010",5127,4.38421052631579
"Fondillon 1996",236,4.4
"Cirerets 2018",289,4.4
"Dominio del Pidio 2018",225,4.4
"Vina del Olivo 2016",980,4.416666666666667
"La Cueva del Contador Rioja 2012",1193,4.4
"Clos Martinet 2008",3211,4.339999999999999
"Vinas Viejas Verdejo 2019",3503,4.300000000000001
"Valbuena 5o 1994",60745,4.590322580645159
"Tadeo Tinto 2014",215,4.4
"Tierras de Cair Reserva 2014",743,4.35
"Tinto 2014",115071,4.445283018867914
"Navarra Coleccion 125 Blanco 2017",301,4.45
"Cava Celler Batlle 2006",488,4.4
"Rioja Blanco 2017",5274,4.309090909090909
"Casa Cisca Monastrell 2015",672,4.3999999999999995
"Calvario Rioja 2008",542,4.45
"Granja Gran Reserva Rioja 2012",1252,4.375
"Pago Negralada 2013",1706,4.380000000000001
"Doix 2007",876,4.385714285714286
"Seleccio Especial Vinyes Velles 2013",775,4.4
"Idus 2017",362,4.466666666666667
"Clos Martinet 2007",3211,4.339999999999999
"Clos Abella Seleccion Especial 2014",217,4.35
"Pie Franco 2017",467,4.366666666666667
"Amancio 2013",851,4.485714285714286
"Malleolus de Sanchomartin 2007",1750,4.55
"Culmen Reserva Rioja 2001",1331,4.433333333333334
"Singular V Malcorta Verdejo 2020",168,4.4
"Serral del Vell Brut Nature 2014",280,4.4
"Pago Negralada 2009",1706,4.380000000000001
"Trasnocho 2014",1542,4.483333333333333
"Doix 2013",876,4.385714285714286
"Seleccion Finca el Grajo Viejo 2016",1184,4.3500000000000005
"Finca el Bosque 2014",929,4.5
"La Poza de Ballesteros 2015",568,4.4333333333333345
"Millenium Reserva 2015",266,4.45
"Gaudium 1994",2817,4.383333333333334
"Vina del Olivo 2015",980,4.416666666666667
"Finca el Bosque 2012",929,4.5
"Malpuesto 2018",397,4.35
"Valdegines 2018",806,4.3500000000000005
"Chafandin 2018",514,4.333333333333333
"Vina El Pison 2007",1930,4.568750000000001
"Pago Negralada 2016",1706,4.380000000000001
"La Vina de Andres Romeo Rioja 2012",290,4.35
"Pesus Ribera del Duero 2012",821,4.525
"Regina Vides Ribera del Duero 2012",1095,4.455555555555555
"Delicado Cosecha Pedro Ximenez 2019",319,4.35
"Quincha Corral 2016",145,4.4
"Els Escurcons 2014",326,4.333333333333333
"Rioja Reserva 2014",117954,4.305000000000001
"Idus 2018",362,4.466666666666667
"Vinos Singulares Tempranillo Blanco Reserva 2014",141,4.4
"Christina Ribera del Duero 2016",219,4.35
"Desti 2018",136,4.4
"Gran Reserva Classica Tinto 2001",135,4.4
"Aquilon Garnacha 2014",420,4.575
"Rioja Blanco 2018",7911,4.3090909090909095
"Seleccion de Anada Albarino Rias Baixas 2012",1171,4.300000000000001
"Albarino de Fefinanes III Ano 2017",128,4.4
"Reserva Ribera del Duero 2018",2333,4.4
"Perpetual 2017",657,4.35
"Cava Celler Batlle 2010",488,4.4
"Seleccio Especial Vinyes Velles 2016",775,4.4
"El Cel 2015",211,4.4
"Montes Obarenes Seleccion Terroir 2016",332,4.333333333333333
"Porrera Vi de Vila 2017",747,4.325
"Gran Ribera del Duero 2010",122,4.4
"Heretge Priorat 2017",153,4.4
"Vinas Viejas 2018",730,4.333333333333333
"La Poza de Ballesteros 2014",568,4.4333333333333345
"El Carretil 2010",455,4.466666666666668
"Pago de Santa Cruz Gran Reserva Ribera del Duero 2015",231,4.45
"17 2018",115,4.4
"Pesus Ribera del Duero 2011",821,4.525
"Doix 2014",876,4.385714285714286
"Les Tosses 2014",205,4.466666666666667
"Cami Pesseroles 2007",843,4.481818181818182
"La Poza de Ballesteros 2013",568,4.4333333333333345
"Clos del Portal Tros de Clos 2016",109,4.4
"Pago de Santa Cruz 2019",1458,4.5
"La Basseta 2016",315,4.466666666666667
"Classic 1996",530,4.340000000000001
"Nit de Nin Mas d'en Cacador 2017",245,4.5
"Minami 2016",106,4.4
"Rioja Gran Reserva 904 1982",6814,4.3500000000000005
"Vi de Vila Gratallops 2019",2668,4.283333333333334
"Acediano 2016",415,4.425
"Cava Celler Batlle 2009",488,4.4
"Classic 2012",530,4.340000000000001
"Veguin de Murua Gran Reserva 2012",101,4.4
"Doix 2015",876,4.385714285714286
"Teixar 2015",99,4.4
"Anada Pedro Ximenez 2018",99,4.4
"Vina El Pison 1999",1930,4.568750000000001
"Clos del Portal Somni 2016",557,4.300000000000001
"Les Manyes 2015",408,4.316666666666667
"Emporda Aires de Garbet 2017",134,4.4
"Montes de Toledo Syrah 2019",441,4.35
"Torremilanos Coleccion Ribera del Duero 2014",129,4.5
"Regina Vides Ribera del Duero 2010",1095,4.455555555555555
"Maceracion Con Pieles 2017",95,4.4
"Don PX Pedro Ximenez 1986",668,4.514285714285714
"Baron de Chirel Rioja Reserva 2003",2296,4.400000000000001
"Pie Franco 2018",467,4.366666666666667
"La Cueva del Contador Rioja 2004",1193,4.4
"Clos Monlleo 2011",162,4.35
"Calvario Rioja 2010",542,4.45
"Blecua Somontano 2004",378,4.425
"El Cel 2016",211,4.4
"Rioja Reserva 10 Anos Despues Edicion Limitada 2011",88,4.4
"El Carretil 2014",455,4.466666666666668
"Perinet + Plus 2004",85,4.4
"Priorat 1999",9476,4.430769230769229
"Vina El Pison 2001",1930,4.568750000000001
"Finca Dofi 2019",6036,4.3199999999999985
"Castillo Ygay Gran Reserva Especial Tinto 1959",12540,4.433333333333333
"Cami Pesseroles 2008",843,4.481818181818182
"Ribera del Duero Torralvo 2018",208,4.35
"El Cabernet F - Familiar 2017",80,4.4
"Premium 2018",79,4.4
"Hipperia Red Blend 2018",263,4.35
"Maria Ribera del Duero 2016",153,4.4
"Vendimia Seleccionada 2019",157,4.366666666666666
"Vina El Pison 2016",1930,4.568750000000001
"Clos Figueres 2017",732,4.325
"Castillo de Monte la Reina Cuvee Privee 2015",75,4.4
"Maria Ribera del Duero 2015",153,4.4
"Queiron Reserva Vinedos Familiares 2011",74,4.4
"Cami Pesseroles 2011",843,4.481818181818182
"Don PX Gran Reserva 1990",213,4.366666666666667
"Seleccio Especial Vinyes Velles 2017",775,4.4
"Llanos del Almendro Ribera del Duero 2011",372,4.333333333333333
"Prado Enea Gran Reserva 1989",1424,4.385714285714286
"Prado Enea Gran Reserva 1991",1424,4.385714285714286
"Victorino 2019",3456,4.340000000000001
"Roda I Reserva Rioja 2017",13188,4.372727272727271
"Toro 2V Premium 2005",70,4.4
"Rejon Tempranillo 2018",1273,4.3500000000000005
"Les Eres Vinyes Velles 2015",70,4.4
"Gran Reserva Classica Blanco 2012",70,4.4
"The Artist 2016",69,4.4
"La Comtesse de Pazo Barrantes Albarino 2017",69,4.4
"Gratallops Partida Bellvisos 2007",128,4.45
"Seleccion Especial 2018",17759,4.333333333333334
"5V Blanco 2019",68,4.4
"Finca Butaros Vinya Centenaria 2015",67,4.4
"Grans Muralles 2016",681,4.42
"La Bienquerida 2018",420,4.375
"El Carretil 2016",455,4.466666666666668
"Seleccion Privada 2011",144,4.35
"Seleccion Finca el Grajo Viejo 2017",1184,4.3500000000000005
"Aponte Winemaker's Private Collection Tempranillo 2008",66,4.4
"Cami de Cormes 2018",65,4.4
"Kalamity Rioja 2017",111,4.5
"1194 2016",64,4.4
"Malabrigo Ribera del Duero 2018",439,4.35
"Reserva Trajanvs 2016",64,4.4
"Finca Dofi 1999",6036,4.3199999999999985
"Granja Gran Reserva Rioja 2013",1252,4.375
"Emporda Gran Claustro 2015",63,4.4
"Son Negre 2010",385,4.516666666666667
"200 Monges Rioja Reserva 2012",3649,4.32
"Lalomba Finca Valhonta 2017",61,4.4
"Manyetes 2017",91,4.4
"Gran Reserva 2014",15381,4.384210526315791
"Serral del Vell Brut Nature 2016",280,4.4
"Pago Valdebellon 2016",1057,4.325
"Cava Celler Batlle 2011",488,4.4
"Pesus Ribera del Duero 2003",821,4.525
"Les Tosses 2013",205,4.466666666666667
"Guarda de Leda Seleccion Tempranillo 2015",59,4.4
"Vinyes Altes Porrera 2016",143,4.4
"5 Partides Gratallops Vi de La Vila 2014",58,4.4
"Cava Ex-Vite Gran Reserva Brut 2010",57,4.4
"Valbuena 5o 1982",60745,4.590322580645159
"Summa Edicion Limitada 2015",56,4.4
"Cirerets 2019",289,4.4
"Pago El Espino 2019",611,4.300000000000001
"Gran Reserva 2015",10254,4.384210526315791
"Perez Pascuas Gran Reserva Seleccion 2015",941,4.3500000000000005
"Gloria Rioja 2011",172,4.35
"Petra de Valpiedra Garnacha 2017",55,4.4
"Alto de la Caseta 2015",124,4.35
"Serral del Vell Brut Nature 2015",280,4.4
"Rejon Tempranillo 2017",1273,4.3500000000000005
"Mas de la Rosa 2016",53,4.4
"Rioja B70 2014",52,4.4
"Don Miguel 2016",51,4.4
"Singular Negre 2015",51,4.4
"Vinyes Altes Porrera 2017",143,4.4
"Rioja Reserva Especial 1922",51,4.4
"Rioja Cisma 2014",121,4.4
"Seleccion Rioja 2018",157,4.45
"Martires Rioja 2015",83,4.4
"Cava Original Brut (Espumos) 2010",49,4.4
"Marti Reserva Penedes 2015",88,4.4
"Vina Ardanza Reserva Seleccion Especial 2015",49,4.4
"Pozo Alto 2016",48,4.4
"El Cristo de Samaniego 2017",47,4.4
"El Belisario 2016",47,4.4
"Baron de Ona Rioja Reserva 1995",46,4.4
"Don PX Seleccion 1968",178,4.525
"Gran Reserva 1978",5127,4.38421052631579
"Cepas Vellas Rias Baixas Albarino 2020",216,4.35
"La Aguilera 2016",44,4.4
"Pirata 2014",44,4.4
"Blecua Somontano 2014",378,4.425
"Hispania 2018",116,4.35
"Arousa 2019",44,4.4
"Las Cenizas Tempranillo 2018",43,4.4
"Solanes Priorat 2003",43,4.4
"Grandes Anadas Rioja 1994",323,4.425
"Cami Pesseroles 2017",843,4.481818181818182
"Cava Cuvee De Prestige Trepat 2019",43,4.4
"Felix Azpilicueta Coleccion Privada 2019",41,4.4
"Savinat Sauvignon Blanc 2019",41,4.4
"Capricho Crianza 2017",41,4.4
"Finca La Emperatriz Vinedo Singular Tinto 2017",41,4.4
"Galena 2017",95,4.35
"Rioja Reserva 1982",39318,4.305000000000001
"Finca Helena 2015",40,4.4
"Primordium 2012",40,4.4
"Marti Reserva Penedes 2016",88,4.4
"La Cuartilleja Reserva 2016",85,4.35
"Malleolus de Sanchomartin 2018",1750,4.55
"Noble 2015",38,4.4
"De Garage Rioja 2005",92,4.35
"Gran Calzadilla 2010",107,4.35
"4 Varietales Coleccion Rioja 2017",37,4.4
"Aurus 1998",308,4.380000000000001
"Don PX Pedro Ximenez 1973",668,4.514285714285714
"Numerus Clausus 2012",37,4.4
"Rioja Cisma 2012",121,4.4
"200 Monges Rioja Seleccion Especial Reserva Blanco 2008",36,4.4
"Don PX Gran Reserva 1994",213,4.366666666666667
"Emporda Aires de Garbet 2018",134,4.4
"Rioja Gran Reserva 1996",12629,4.3
"Campus Gothorum 2017",35,4.4
"La Pizca 2016",35,4.4
"Moradillo de Roa 2017",35,4.4
"Cofradia 2014",34,4.4
"Rioja Cisma 2009",121,4.4
"Vinyes Altes Porrera 2009",143,4.4
"Planella 2020",34,4.4
"Gallaecia Rias Baixes Albarino 2017",34,4.4
"Gran Reserva 1994",5127,4.38421052631579
"Monada 2013",33,4.4
"Heretge Priorat 2018",153,4.4
"Usted 2009",64,4.550000000000001
"Martires Rioja 2017",83,4.4
"Petit Verdot 2013",660,4.466666666666666
"La Cueva del Contador Rioja 2019",1193,4.4
"Manyetes 2018",91,4.4
"Don PX Convento Seleccion 1968",798,4.7
"Termanthia 2000",3088,4.574999999999999
"Baron de Chirel Rioja Reserva 2017",2296,4.400000000000001
"Rioja Blanco 2019",2637,4.309090909090909
"Vendimia Seleccionada 2020",157,4.366666666666666
"Petit Verdot 2016",660,4.466666666666666
"Reserva 1970",18434,4.353846153846154
"Vina Ardanza Reserva 2009",39103,4.275
"Vina Ardanza Reserva 2012",39103,4.275
"Seleccion Especial 2016",35518,4.333333333333333
"Toro 2010",23645,4.377777777777777
"Rioja Gran Reserva 904 2004",6814,4.3500000000000005
"3er Ano Ribera del Duero Tinto 2016",5836,4.366666666666667
"Ribera del Duero Una Cepa I 2015",4573,4.375
"Reserva Tinto 2016",2678,4.35
"Rioja Gran Reserva 2012",12629,4.3
"Garnacha 2014",10506,4.3999999999999995
"Rioja Gran Reserva 904 1998",6814,4.3500000000000005
"Rioja Reserva 2006",39318,4.305000000000001
"Reserva Privada Rioja 2014",2113,4.35
"Ribera del Duero Una Cepa I 2014",4573,4.375
"Roda I Reserva Rioja 2008",13188,4.372727272727271
"200 Monges Rioja Reserva 2010",3649,4.32
"Belondrade y Lurton 2015",3567,4.45
"Vinas Viejas Verdejo 2016",3503,4.300000000000001
"Victorino 2014",3456,4.340000000000001
"Gaudium 2012",2817,4.383333333333334
"Triga 2014",2209,4.366666666666667
"Rioja Gran Reserva 2013",12629,4.3
"Vendimia 2016",1726,4.333333333333333
"Dalmau Rioja 2012",3526,4.43
"Dalmau Rioja 2013",3526,4.43
"Torre Muga 2011",5026,4.366666666666667
"Vinas Viejas Verdejo 2018",3503,4.300000000000001
"Victorino 2013",3456,4.340000000000001
"Rioja Gran Reserva 2014",50516,4.3
"Priorat Vinyes Velles 2016",1998,4.325
"Finca Dofi 2012",6036,4.3199999999999985
"San Vicente Rioja 2014",3651,4.366666666666667
"Rioja Reserva 2017",39318,4.305000000000001
"Vina Ardanza Reserva 2010",39103,4.275
"Toro 2004",23645,4.377777777777777
"200 Monges Rioja Reserva 2009",3649,4.32
"El Puntido Gran Reserva 2006",1021,4.35
"Torre Muga 2014",5026,4.366666666666667
"San Vicente Rioja 2007",3651,4.366666666666667
"Priorat 2009",9476,4.430769230769229
"Granja Gran Reserva Rioja 2009",1252,4.375
"A Mano Rioja 2016",2331,4.32
"Baron de Chirel Rioja Reserva 2014",2296,4.400000000000001
"Reserva Ribera del Duero 2014",2333,4.4
"Finca Dofi 2011",6036,4.3199999999999985
"Finca Dofi 2013",6036,4.3199999999999985
"Seleccion de Anada Albarino Rias Baixas 2011",1171,4.300000000000001
"Ribera del Duero TSM 2019",1128,4.433333333333334
"Pago Valdebellon 2015",1057,4.325
"Vinas Viejas 2016",730,4.333333333333333
"A Mano Rioja 2012",2331,4.32
"Tierras de Cair Reserva 2012",743,4.35
"Seleccion Finca el Grajo Viejo 2014",1184,4.3500000000000005
"Perpetual 2016",657,4.35
"Priorat 2006",18952,4.430769230769234
"Finca Dofi 2017",6036,4.3199999999999985
"Victorino 2011",3456,4.340000000000001
"Priorat Vinyes Velles 2011",1998,4.325
"Pago Negralada 2015",1706,4.380000000000001
"Torre Muga 2005",5026,4.366666666666667
