wine_id,region_id,price
1159,3,34.5
1160,8,47.9
1161,11,36.94
1162,8,75.0
1163,8,24.9
1164,8,58.0
1165,8,32.55
1166,3,26.9
1167,51,63.34
1168,8,37.9
1169,3,46.95
1170,8,39.22
1171,8,18.5
1172,14,74.0
1173,8,35.0
1174,3,26.7597646010531
1175,33,32.7
1176,10,49.0
1177,1,38.0
1178,3,33.59
1179,8,94.95
1180,8,36.91
1181,19,30.67
1182,8,86.15
1183,6,32.9
1184,8,17.07
1185,3,19.45
1186,8,39.9
1187,3,28.65
1188,8,33.82
1189,8,67.95
1190,8,60.95
1191,8,35.01
1192,8,69.95
1193,10,28.18
1194,1,34.22
1195,8,49.75
1196,7,33.95
1197,8,21.5
1198,7,80.0
1199,8,36.0
1200,8,25.45
1201,8,17.16
1202,1,116.9
1203,8,39.5
1204,8,40.0
1205,8,39.78
1206,23,39.98
1207,8,69.9
1208,8,77.7
1209,7,95.0
1210,3,24.9
1211,1,25.9
1212,17,22.5
1213,8,50.0
1214,8,57.8
1215,8,21.24
1216,3,70.0
1217,20,15.75
1218,1,26.0
1219,8,25.8208254922442
1220,8,62.95
1221,19,17.15
1222,3,33.9
1223,7,80.0
1224,7,80.0
1225,20,16.9
1226,3,40.92
1227,7,95.0
1228,51,58.9
1229,37,30.887605
1230,3,67.5
1231,30,67.45
1232,3,16.5
1233,8,30.71
1234,3,25.25
1235,3,41.95
1236,3,38.3
1237,3,19.95
1238,3,59.87
1239,7,63.5
1240,7,46.88
1241,7,95.0
1242,7,99.9
1243,1,47.01
1244,3,15.9
1245,8,21.15
1246,7,49.9
1247,8,23.83
1248,6,40.0
1249,8,33.0
1250,30,67.82
1251,8,48.34
1252,8,99.9
1253,7,54.9
1254,7,116.05
1255,7,48.75
1256,3,98.0
1257,8,272.0
1258,8,40.45
1259,8,81.35
1260,8,206.91
1261,10,42.0
1262,8,34.9
1263,3,53.95
1264,8,56.7603202298046
1265,3,62.74
1266,61,10.89
1267,1,107.0
1268,8,32.33
1269,62,21.95
1270,3,28.85
1271,8,160.0
1272,3,26.9
1273,3,21.3
1274,8,42.0
1275,3,30.5
1276,8,160.0
1277,60,21.02
1278,50,22.8
1279,7,36.57
1280,7,85.0
1281,16,23.4
1282,7,110.0
1283,3,53.5
1284,8,35.95
1285,11,16.25
1286,3,498.614195
1287,8,25.95
1288,8,29.0132184621944
1289,7,40.5
1290,10,35.85
1291,3,38.4
1292,55,20.65
1293,1,39.53
1294,52,25.31
1295,7,53.95
1296,8,27.0
1297,30,36.95
1298,63,26.5
1299,64,27.9
1300,1,189.45
1301,8,90.0
1302,30,34.1
1303,3,35.51
1304,37,27.7
1305,10,75.0
1306,8,425.0
1307,1,35.51
1308,8,33.9
1309,8,65.0
1310,3,45.0
1311,7,84.9
1312,3,27.85
1313,3,30.99
1314,7,36.5
1315,57,25.9
1316,37,13.75
1317,8,53.35
1318,7,54.5
1319,8,90.15
1320,16,18.48
1321,8,92.0
1322,1,22.55
1323,7,17.95
1324,7,85.0
1325,3,26.9
1326,8,63.95
1327,8,12.9
1328,29,24.61
1329,3,107.74
1330,7,162.5
1331,1,33.6
1332,20,16.9
1333,7,84.9
1334,3,30.9
1335,49,21.8
1336,18,19.9
1337,8,24.3677926503816
1338,17,18.88
1339,8,30.3
1340,3,42.35
1341,30,64.5
1342,7,49.61
1343,8,145.0
1344,31,21.4
1345,8,21.5
1346,8,55.0
1347,29,27.9
1348,18,28.5
1349,3,25.65
1350,2,43.95
1351,7,60.45
1352,54,30.3
1353,8,62.5
1354,7,57.49
1355,7,127.2
1356,8,182.0
1357,3,34.25
1358,57,15.9
1359,9,37.35
1360,3,259.0
1361,27,20.5
1362,3,24.0
1363,7,80.0
1364,35,59.55
1365,7,50.67
1366,8,91.0
1367,7,88.0
1368,7,70.89
1369,5,59.9
1370,20,32.9
1371,10,21.4
1372,7,64.0
1373,21,47.0
1374,8,60.25
1375,47,15.9
1376,8,32.0
1377,2,62.5
1378,10,24.5
1379,7,110.0
1380,7,82.0
1381,30,55.0
1382,32,36.5
1383,30,123.82
1384,7,114.6
1385,2,130.0
1386,3,33.5
1387,3,62.8
1388,9,34.5
1389,3,92.24
1390,52,36.111307180686
1391,32,56.92
1392,7,117.3
1393,40,41.9
1394,64,32.9
1395,20,23.5
1396,1,48.5
1397,10,28.38
1398,8,64.75
1399,34,19.9
1400,37,33.95
1401,35,42.25
1402,8,27.8
1403,7,26.9
1404,3,245.53
1405,3,28.3
1406,8,37.29
1407,19,23.5
1408,47,18.9
1409,9,8.95
1410,3,32.45
1411,3,41.28
1412,24,33.77
1413,7,23.0
1414,3,67.0
1415,1,31.45
1416,37,33.67
1417,13,87.39
1418,8,150.0
1419,3,45.48
1420,7,125.0
1421,35,39.5
1422,8,90.0
1423,13,44.41
1424,37,21.5
1425,17,20.59
1426,61,13.95
1427,11,28.9
1428,8,56.89
1429,3,30.9166666666667
1430,28,39.9
1431,3,65.0
1432,3,146.05
1433,52,44.05
1434,3,62.56
1435,8,9.8840336
1436,8,46.16
1437,42,48.537665
1438,8,97.5
1439,3,42.0
1440,8,75.0
1441,8,85.0
1442,3,52.8
1443,7,20.4
1444,3,26.2902950466486
1445,47,19.9
1446,9,92.45
1447,47,17.95
1448,7,130.5
1449,6,39.0
1450,8,34.9
1451,9,28.5
1452,20,25.89
1453,35,27.5
1454,9,35.9
1455,8,63.53
1456,65,112.76
1457,3,18.95
1458,66,10.45
1459,3,40.95
1460,3,39.75
1461,10,23.44
1462,35,133.34
1463,3,35.0
1464,7,57.5
1465,67,23.95
1466,8,77.9
1467,8,97.35
1468,7,84.95
1469,7,53.9
1470,45,12.19
1471,6,43.95
1472,14,85.4
1473,8,23.43
1474,7,43.24
1475,3,35.0
1476,28,54.52
1477,37,24.0
1478,14,176.5
1479,52,18.5
1480,3,23.5
1481,8,28.0
1482,20,73.9
1483,7,100.0
1484,8,62.9
1485,8,265.0
1486,7,49.0
1487,37,30.75
1488,38,50.0
1489,27,32.18
1490,4,34.9
1491,1,33.5
1492,3,92.24
1493,65,52.95
1494,55,33.15
1495,8,24.51
1496,3,135.95
1497,8,46.9
1498,4,19.8
1499,7,39.51
1500,7,119.95
1501,8,249.0
1502,9,95.25
1503,53,24.95
1504,9,36.91
1505,7,158.88
1506,7,90.6
1507,10,24.9
1508,9,18.35
1509,65,65.25
1510,8,23.95
1511,8,148.65
1512,62,21.95
1513,10,37.49
1514,53,16.5
1515,7,33.95
1516,27,10.76
1517,8,118.0
1518,7,34.9
1519,8,150.0
1520,6,64.8
1521,3,35.15
1522,3,145.0
1523,35,26.9
1524,8,42.9
1525,8,215.34
1526,8,29.9
1527,8,20.45
1528,37,15.71
1529,7,39.99
1530,35,34.95
1531,32,88.0
1532,7,25.5
1533,7,79.9
1534,9,45.9
1535,1,24.0
1536,33,8.9
1537,3,65.0
1538,17,47.0
1539,47,20.5
1540,13,62.9
1541,28,31.13
1542,3,73.0
1543,7,58.0
1544,32,34.5
1545,3,41.9
1546,26,33.9
1547,3,28.5
1548,13,24.1
1549,2,27.9
1550,8,84.5
1551,7,36.78
1552,8,54.5
1553,7,21.4
1554,6,217.8
1555,13,23.22
1556,3,51.2
1557,3,38.0
1558,8,67.9
1559,8,32.9
1560,8,45.0
1561,8,260.0
1562,7,69.0
1563,8,98.0
1564,7,348.85
1565,7,23.95
1566,68,27.9
1567,37,15.0
1568,8,155.0
1569,7,57.9
1570,35,36.93
1571,3,52.0
1572,8,31.5
1573,7,654.31
1574,8,75.0
1575,6,113.72
1576,40,27.45
1577,3,69.9
1578,10,40.5
1579,56,39.95
1580,8,55.45
1581,7,177.45
1582,17,11.91
1583,7,54.95
1584,7,25.88
1585,3,34.85
1586,15,37.0
1587,8,75.0
1588,6,47.45
1589,17,22.8
1590,8,199.0
1591,6,59.9
1592,8,120.13
1593,7,47.0
1594,7,84.9
1595,8,78.95
1596,3,9.99
1597,17,31.5
1598,8,29.95
1599,7,36.95
1600,8,32.0
1601,8,25.95
1602,33,21.5
1603,69,23.3863295
1604,8,43.8
1605,40,123.75
1606,7,75.5
1607,6,29.9
1608,47,24.0
1609,7,150.0
1610,33,29.4
1611,7,170.0
1612,2,93.26
1613,3,75.95
1614,3,23.77
1615,32,27.11
1616,8,42.5
1617,8,75.0
1618,3,68.99
1619,10,21.95
1620,10,13.237545
1621,10,13.65
1622,20,23.5
1623,3,17.9
1624,7,49.95
1625,7,348.85
1626,19,11.95
1627,3,28.6
1628,55,21.3
1629,37,44.95
1630,7,36.3
1631,8,32.0
1632,7,39.712635
1633,7,17.9
1634,23,39.9
1635,8,140.0
1636,20,249.95
1637,3,28.83
1638,3,196.29
1639,70,28.4
1640,33,14.5
1641,8,260.0
1642,4,36.9
1643,29,25.8
